Account,Parcel Number,Reception,Sale Date,Sale Price,Situs Address,Location,Architectural Style,Year Built,Bedrooms,Baths,Heated Area,Legal
R043317,217710210095,879169,6/29/2016,"$252,000",001124 E 17TH ST,RIFLE,ONE STORY,2007,3,2,1433,Section: 10 Township: 6 Range: 93 Subdivision: PROMONTORY AT GRAHAM MESA PH #3 Lot: 95
R363493,217704103022,874992,3/17/2016,"$211,500",003129 COAL MINE AVE,RIFLE,ONE STORY,1992,3,2,1444,Section: 4 Township: 6 Range: 93 Subdivision: RIMROCK SUB 1ST FL-2ND AMD BK3 Block: O9 Lot: 20
R361401,217710301001,852602,8/11/2014,"$225,000",001329 E 8TH ST,RIFLE,TRI LEVEL,1981,3,2,1452,Section: 10 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 4 Block: D Lot: 1
R040406,217704437027,861796,4/21/2015,"$200,000",000300 COLUMBINE DR,RIFLE,ONE STORY,2007,3,2,1460,Section: 4 Township: 6 Range: 93 Subdivision: DEERFIELD PARK PUD PH 2 AMENDED Lot: 27
R043004,217704437040,877208,5/13/2016,"$236,000",000388 COLUMBINE DR,RIFLE,ONE STORY,2005,3,2,1467,Section: 4 Township: 6 Range: 93 Subdivision: DEERFIELD PARK PUD PH 2 AMENDED Lot: 38A 2ND AMENDED PLAT OF LOT 38
R040385,217704437006,865491,7/15/2015,"$202,000",000329 EVERGREEN DR,RIFLE,ONE STORY,2005,3,2,1476,Section: 4 Township: 6 Range: 93 Subdivision: DEERFIELD PARK PUD PH 2 AMENDED Lot: 6
R360815,217717102009,878181,6/3/2016,"$225,000",000405 ELM AVE,RIFLE,ONE STORY,1951,3,1,1484,Section: 17 Township: 6 Range: 93 Subdivision: WESTERN HEIGHTS Block: 7 Lot: 11 AKA: PARK HILL ADDITION
R362068,217704215028,854871,10/15/2014,"$136,500",003022 HOWARD AVE,RIFLE,MODULAR UBC IRC,2001,3,2,1485,Section: 4 Township: 6 Range: 93 Subdivision: PALOMINO PARK ADD. 4TH. Block: 10 Lot: 28
R007062,217704336017,877196,5/13/2016,"$240,000",002609 CHEYENNE CT,RIFLE,TWO STORY,2001,3,2.5,1488,Section: 4 Township: 6 Range: 93 Subdivision: KNOLLRIDGE WEST SUBDIVISION Lot: 17 PHASE 2
R363898,217704427010,861617,4/17/2015,"$210,000",000236 CREEK CT,RIFLE,TWO STORY WITH BASEMENT,2000,3,3,1488,Section: 4 Township: 6 Range: 93 Subdivision: CREEKMEADOWS WEST Block: 2 Lot: 9 FLG #4
R041696,217718102022,865187,7/2/2015,"$195,000",002476 PIONEER WAY,RIFLE,ONE STORY,2007,3,2,1503,Section: 18 Township: 6 Range: 93 Subdivision: PIONEER MESA PUD FILING 1 Block: 1 Lot: 22
R006427,217717201007,854673,10/3/2014,"$154,000",000138 JUNE AVE,RIFLE,MANUFACTURED HUD,1999,4,2,1512,Section: 17 Township: 6 Range: 93 Subdivision: BRYTON SUB. Block: 1 Lot: 3
R247228,217722400382,856668,11/25/2014,"$235,500",001300 QUICK SILVER WAY,RIFLE,MANUFACTURED HUD,1997,3,2,1512,Section: 22 Township: 6 Range: 93 SWSE Subdivision: GRASS MESA RANCH Lot: 01A
R210638,212731200016,869677,10/23/2015,"$270,000",000325 325  HWY,RIFLE,ONE WITH HALF STORY,1982,3,2,1520,Section: 31 Township: 5 Range: 92 TR LYING IN N1/3 N1/2NW LYING W OF ST. HWY 325
R360971,217717102002,868592,9/28/2015,"$200,000",000305 ELM AVE,RIFLE,ONE STORY WITH BASEMENT,1950,3,1,1524,Section: 17 Township: 6 Range: 93 Subdivision: WESTERN HEIGHTS Block: 7 Lot: 3 AKA: PARK HILL ADDITION
R005397,217704335005,856897,12/3/2014,"$220,000",001112 26TH PL,RIFLE,TWO STORY,2000,3,2.5,1536,Section: 4 Township: 6 Range: 93 Subdivision: KNOLLRIDGE WEST SUBDIVISION Lot: 5
R024062,217716400014,868783,9/30/2015,"$202,500",011876 320 COUNTY RD,RIFLE,ONE STORY,1965,3,1,1536,Section: 16 Township: 6 Range: 93 TR IN W1/2SWSE
R361395,217709435008,865557,7/16/2015,"$255,000",000960 CEDAR DR,RIFLE,ONE WITH HALF STORY,1982,3,2.5,1536,Section: 9 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 4 Block: B Lot: 8
R005323,217710202012,857389,12/16/2014,"$242,000",001462 GRAHAM CT,RIFLE,ONE STORY,2000,3,2,1540,Section: 10 Township: 6 Range: 93 Subdivision: HOMESTEAD AT RIFLE PUD Block: 5 Lot: 12
R006600,217705401013,868836,9/30/2015,"$262,500",002534 FAIRVIEW HEIGHTS CT,RIFLE,TWO STORY,2002,3,2.5,1547,Section: 5 Township: 6 Range: 93 Subdivision: FAIRVIEW HEIGHTS MAJOR SUB DIV Lot: 16 PHASE1
R006590,217705401005,883417,3/30/2016,"$270,000",002589 FAIRVIEW HEIGHTS CT,RIFLE,TWO STORY,2002,3,2.5,1554,Section: 5 Township: 6 Range: 93 Subdivision: FAIRVIEW HEIGHTS MAJOR SUB DIV Lot: 6 PHASE 1
R024143,217720202009,876639,4/27/2016,"$185,000",000097 SHOTGUN ST,RIFLE,MANUFACTURED HUD,1997,4,2,1564,Section: 20 Township: 6 Range: 93 Subdivision: RIFLE VILLAGE SOUTH Block: 7 Lot: 9
R024054,217720209005,876654,4/28/2016,"$192,500",000146 WINCHESTER ST,RIFLE,MANUFACTURED HUD,1998,4,2,1568,Section: 20 Township: 6 Range: 93 Subdivision: RIFLE VILLAGE SOUTH Block: 1 Lot: 5
R247222,217733100376,866890,8/12/2015,"$200,000",000200 COYOTE TRL,RIFLE,ONE STORY,2001,3,2,1568,Section: 33 Township: 6 Range: 93 SENE Subdivision: GRASS MESA RANCH Lot: 36
R360601,217709300053,873519,2/4/2016,"$262,000",000808 EAST AVE,RIFLE,TWO STORY,1908,3,1.5,1568,Section: 9 Township: 6 Range: 93 TR IN THE E1/2NESESW
R360683,217704303013,872559,1/15/2016,"$228,000",002619 RAIL AVE,RIFLE,TWO STORY,1981,3,2,1568,Section: 4 Township: 6 Range: 93 Subdivision: PALOMINO PARK ADD. 3RD. Block: 4 Lot: 13
R363909,217708409040,871905,12/17/2015,"$240,000",000570 ELM CT,RIFLE,ONE STORY,1996,3,2,1573,Section: 8 Township: 6 Range: 93 Subdivision: SHADOW RIDGE AMENDED Block: 1 Lot: 18 AND:- Lot: 19 AKA LOT 18A
R042491,217710209056,854150,9/26/2014,"$220,000",001106 E 19TH ST,RIFLE,ONE STORY,2006,3,2.5,1577,Section: 10 Township: 6 Range: 93 Subdivision: PROMONTORY AT GRAHAM MESA FLG 2 Lot: 56
R024343,217720204043,868734,9/30/2015,"$243,000",000580 VILLAGE DR,RIFLE,TRI LEVEL,1981,3,2,1584,Section: 20 Township: 6 Range: 93 Subdivision: RIFLE VILLAGE SOUTH Block: 6 Lot: 28 AND:- Lot: 29
R042501,217710209066,870488,11/13/2015,"$259,000",001930 PROMONTORY CIR,RIFLE,ONE STORY,2015,3,2,1600,Section: 10 Township: 6 Range: 93 Subdivision: PROMONTORY AT GRAHAM MESA FLG 2 Lot: 66
R361154,217716206011,873796,2/12/2016,"$220,000",000430 FAIRWAY AVE,RIFLE,TRI LEVEL,1966,4,1.7,1602,Section: 16 Township: 6 Range: 93 Subdivision: PARK HILL ADD. Block: C Lot: 16 THE S 31.6' OF LOT 17
R024297,217526100199,865336,7/11/2015,"$298,000",006180 320 COUNTY RD,RIFLE,TWO STORY,1991,2,1.5,1604,Section: 26 Township: 6 Range: 94 Subdivision: BEAVER CREEK SUBDIVISION EXEMPTION PARCEL 6
R009862,217710208003,853157,8/28/2014,"$229,000",001067 E 18TH CIR,RIFLE,ONE STORY,2004,3,2,1608,Section: 10 Township: 6 Range: 93 Subdivision: PROMONTORY AT GRAHAM MESA PH #1 Lot: 3
R009862,217710208003,864674,6/26/2015,"$249,900",001067 E 18TH CIR,RIFLE,ONE STORY,2004,3,2,1608,Section: 10 Township: 6 Range: 93 Subdivision: PROMONTORY AT GRAHAM MESA PH #1 Lot: 3
R009868,217710208009,853220,8/29/2014,"$235,000",001173 E 18TH WAY,RIFLE,ONE STORY,2004,3,2,1608,Section: 10 Township: 6 Range: 93 Subdivision: PROMONTORY AT GRAHAM MESA PH #1 Lot: 9
R009916,217704345049,870364,11/12/2015,"$242,500",002606 SHAWNEE CT,RIFLE,ONE STORY,2004,3,2,1608,Section: 4 Township: 6 Range: 93 Subdivision: KNOLLRIDGE WEST SUBDIVISION Lot: 49 PHASE 4
R042499,217710209064,856068,11/14/2014,"$239,500",001916 PROMONTORY CIR,RIFLE,ONE STORY,2014,3,2,1615,Section: 10 Township: 6 Range: 93 Subdivision: PROMONTORY AT GRAHAM MESA FLG 2 Lot: 64
R360055,217708401021,855594,10/31/2014,"$175,000",000565 PREFONTAINE AVE,RIFLE,TRI LEVEL,1977,4,2.5,1620,Section: 8 Township: 6 Range: 93 Subdivision: HOVEY ADD. Block: 1 Lot: 4
R360055,217708401021,873583,2/9/2016,"$215,000",000565 PREFONTAINE AVE,RIFLE,TRI LEVEL,1977,4,2.5,1620,Section: 8 Township: 6 Range: 93 Subdivision: HOVEY ADD. Block: 1 Lot: 4
R043188,217709116027,871508,12/16/2015,"$285,000",001845 BIRCH AVE,RIFLE,ONE STORY WITH BASEMENT,2007,3,2,1622,Section: 9 Township: 6 Range: 93 Subdivision: NORTH PASTURE FLG 3 Block: 5 Lot: 27
R361171,217709321002,877650,5/24/2016,"$216,000",000600 HUTTON AVE,RIFLE,BI LEVEL,1980,3,1.7,1632,Section: 9 Township: 6 Range: 93 Subdivision: WINCHESTER HEIGHTS Block: 1 Lot: 2
R008535,217704230007,862521,5/5/2015,"$247,000",002893 EAST AVE,RIFLE,TWO STORY,2003,3,2.5,1643,Section: 4 Township: 6 Range: 93 Subdivision: SHETLAND ACRES SUB-DIV Block: 2 Lot: 7 FLG 2
R009875,217710208016,861585,4/16/2015,"$256,500",001273 E 18TH WAY,RIFLE,TWO STORY WITH BASEMENT,2004,3,2.5,1648,Section: 10 Township: 6 Range: 93 Subdivision: PROMONTORY AT GRAHAM MESA PH #1 Lot: 16
R360004,217709420010,860955,1/31/2015,"$158,800",000423 E 7TH ST,RIFLE,ONE STORY WITH BASEMENT,1947,4,1.7,1650,Section: 9 Township: 6 Range: 93 Subdivision: EAST RIFLE ADD. Block: 2 Lot: 19 AND:- Lot: 20
R360737,217709418006,858008,1/5/2015,"$199,000",000440 E 7TH ST,RIFLE,ONE STORY WITH BASEMENT,1913,3,1.7,1666,Section: 9 Township: 6 Range: 93 Subdivision: MEENEY ADD. Block: 2 Lot: 14 AND:- Lot: 15
R362074,217704215013,859110,1/29/2015,"$175,000",003177 W 31ST CT,RIFLE,TWO STORY,2005,4,2.5,1670,Section: 4 Township: 6 Range: 93 Subdivision: PALOMINO PARK ADD. 4TH. Block: 10 Lot: 13
R362074,217704215013,863886,6/10/2015,"$249,000",003177 W 31ST CT,RIFLE,TWO STORY,2005,4,2.5,1670,Section: 4 Township: 6 Range: 93 Subdivision: PALOMINO PARK ADD. 4TH. Block: 10 Lot: 13
R009882,217710208023,875209,3/25/2016,"$234,900",001100 E 18TH ST,RIFLE,TWO STORY,2004,4,2.5,1672,Section: 10 Township: 6 Range: 93 Subdivision: PROMONTORY AT GRAHAM MESA PH #1 Lot: 23
R041167,217709111003,866762,8/10/2015,"$275,000",001726 ANVIL VIEW AVE,RIFLE,SPLIT LEVEL,2005,3,2.5,1672,Section: 9 Township: 6 Range: 93 Subdivision: NORTH PASTURE FLG 1 Block: 2 Lot: 3
R042792,217709111009,863927,5/9/2015,"$265,000",000745 E 18TH ST,RIFLE,SPLIT LEVEL,2006,3,2,1672,Section: 9 Township: 6 Range: 93 Subdivision: NORTH PASTURE FLG 2 Block: 2 Lot: 9
R362019,217704203036,869139,10/9/2015,"$256,900",000739 W 30TH ST,RIFLE,TWO STORY,2003,4,2.5,1672,Section: 4 Township: 6 Range: 93 Subdivision: PALOMINO PARK ADD. 4TH. Block: 4 Lot: 36 ALSO A TR OF LAND BY VACATION OF A PT OF 30TH ST AS DESC IN BK 1520 PG 863.
R210259,212925100022,858359,1/9/2015,"$197,000",004401 13 HWY,RIFLE,MANUFACTURED HUD,2000,3,2,1674,"Section: 25 Township: 5 Range: 93 SWNE,EXCEPT THAT PT IN R.O.W. OF ST. HWY 13 1.92A"
R009879,217710208020,870674,11/20/2015,"$260,000",001034 E 18TH ST,RIFLE,TWO STORY,2004,4,2.5,1676,Section: 10 Township: 6 Range: 93 Subdivision: PROMONTORY AT GRAHAM MESA PH #1 Lot: 20
R362036,217704313013,876621,4/29/2016,"$265,000",002722 HOWARD AVE,RIFLE,TWO STORY,2002,4,2.5,1676,Section: 4 Township: 6 Range: 93 Subdivision: PALOMINO PARK ADD. 4TH. Block: 9 Lot: 13
R362052,217704215011,866069,7/30/2015,"$257,000",003151 W 31ST CT,RIFLE,TWO STORY,2005,4,2.5,1676,Section: 4 Township: 6 Range: 93 Subdivision: PALOMINO PARK ADD. 4TH. Block: 10 Lot: 11
R363705,217717114020,853757,9/17/2014,"$220,000",,RIFLE,ONE STORY WITH BASEMENT,1999,3,2.25,1690,Section: 17 Township: 6 Range: 93 Subdivision: PIONEER EST. Lot: 18 EXCEPT THE W 7'
R361206,217709434006,877004,5/10/2016,"$256,000",000817 CEDAR DR,RIFLE,ONE STORY,1980,3,1.7,1699,Section: 9 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 4 Block: A Lot: 6
R360964,217704303008,859022,2/2/2015,"$164,000",002804 RAIL AVE,RIFLE,ONE STORY WITH BASEMENT,1980,3,1.75,1700,Section: 4 Township: 6 Range: 93 Subdivision: PALOMINO PARK ADD. 3RD. Block: 4 Lot: 8
R007438,217704431004,868226,9/18/2015,"$234,000",002064 ACACIA AVE,RIFLE,TWO STORY,2003,3,2.5,1710,Section: 4 Township: 6 Range: 93 Subdivision: OLD BRIDGE SUBDIVISION Block: 1 Lot: 4
R024101,217720200007,856397,11/21/2014,"$218,000",000059 VILLAGE DR,RIFLE,ONE STORY WITH BASEMENT,1977,2,2,1712,Section: 20 Township: 6 Range: 93 TR IN SENW & SWNE
R363102,217710308002,875193,3/25/2016,"$290,000",001649 DOGWOOD DR,RIFLE,ONE STORY WITH BASEMENT,1995,3,2.7,1718,Section: 10 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 7 Block: A Lot: 2 7TH FLG
R007439,217704431005,856329,11/24/2014,"$205,000",002086 ACACIA AVE,RIFLE,TWO STORY,2001,3,2.5,1720,Section: 4 Township: 6 Range: 93 Subdivision: OLD BRIDGE SUBDIVISION Block: 1 Lot: 5
R363902,217704427014,861821,4/22/2015,"$230,000",000261 CREEK CT,RIFLE,ONE STORY,1999,3,2,1720,Section: 4 Township: 6 Range: 93 Subdivision: CREEKMEADOWS WEST Block: 2 Lot: 13 FLG #3
R360526,217717112004,867559,8/31/2015,"$185,000",000115 WILL AVE,RIFLE,ONE STORY,1959,3,2,1728,Section: 17 Township: 6 Range: 93 Subdivision: TRIPP ADD. Lot: 4
R009913,217704345046,878000,6/3/2016,"$259,000",002618 SHAWNEE CT,RIFLE,TWO STORY,2004,3,2.5,1730,Section: 4 Township: 6 Range: 93 Subdivision: KNOLLRIDGE WEST SUBDIVISION Lot: 46 PHASE 4
R005415,217709109003,861670,4/17/2015,"$259,500",001576 BALSAM CT,RIFLE,ONE STORY,2004,3,2,1732,Section: 9 Township: 6 Range: 93 Subdivision: MEADOWS SUBDIVISION Lot: 3
R042498,217710209063,851476,7/14/2014,"$221,000",001904 PROMONTORY,RIFLE,ONE STORY,2007,3,2.5,1733,Section: 10 Township: 6 Range: 93 Subdivision: PROMONTORY AT GRAHAM MESA FLG 2 Lot: 63
R361249,217710305026,873856,2/17/2016,"$330,000",001217 FIR AVE,RIFLE,TWO STORY,1981,3,2.5,1734,Section: 10 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 5 Block: C Lot: 26
R360863,217709323016,854477,10/6/2014,"$212,500",000620 FAIRWAY AVE,RIFLE,TWO STORY,1980,4,2.2,1736,Section: 9 Township: 6 Range: 93 Subdivision: WINCHESTER HEIGHTS Block: 3 Lot: 16
R360388,217709415004,867780,9/3/2015,"$222,000",000491 HARMONY DR,RIFLE,BI LEVEL,1977,4,1.7,1740,Section: 9 Township: 6 Range: 93 Subdivision: SUNSET SLOPE ADD. Block: 4 Lot: 4
R361389,217716206015,863755,6/4/2015,"$215,000",000345 HUTTON AVE,RIFLE,BI LEVEL,1978,3,1.7,1740,Section: 16 Township: 6 Range: 93 Subdivision: PARK HILL ADD. Block: C Lot: 10
R363750,217709108015,877924,6/1/2016,"$253,000",001564 ARABIAN AVE,RIFLE,BI LEVEL,1997,3,2,1752,Section: 9 Township: 6 Range: 93 Subdivision: PASTURES SUBDIVISION Block: 5 Lot: 6 1ST RESUB BLK. 5
R009891,217710208032,872288,1/8/2016,"$257,000",001280 E 18TH WAY,RIFLE,TWO STORY,2004,4,2.5,1758,Section: 10 Township: 6 Range: 93 Subdivision: PROMONTORY AT GRAHAM MESA PH #1 Lot: 32
R361536,217717105018,874293,2/26/2016,"$220,000",000405 WILL AVE,RIFLE,BI LEVEL,1981,3,2,1758,Section: 17 Township: 6 Range: 93 Subdivision: RIVER VIEW Block: 3 Lot: 15
R363119,217710309003,856214,11/19/2014,"$177,000",001542 DOGWOOD DR,RIFLE,TRI LEVEL,1993,3,2,1760,Section: 10 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 7 Block: B Lot: 3 7TH FLG
R363119,217710309003,859355,2/13/2015,"$220,000",001542 DOGWOOD DR,RIFLE,TRI LEVEL,1993,3,2,1760,Section: 10 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 7 Block: B Lot: 3 7TH FLG
R005330,217710203017,878288,6/1/2016,"$280,000",001330 FIRETHORN DR,RIFLE,SPLIT LEVEL,1999,3,2,1768,Section: 10 Township: 6 Range: 93 Subdivision: HOMESTEAD AT RIFLE PUD Block: 3 Lot: 17
R360062,217709434005,877739,5/26/2016,"$266,000",000825 CEDAR DR,RIFLE,ONE STORY,1980,3,2,1768,Section: 9 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 4 Block: A Lot: 5
R024102,217720204034,862985,5/19/2015,"$235,000",000626 VILLAGE DR,RIFLE,BI LEVEL,1981,4,2,1775,Section: 20 Township: 6 Range: 93 Subdivision: RIFLE VILLAGE SOUTH Block: 6 Lot: 24 AND:- Lot: 25
R363927,217709441004,865501,7/15/2015,"$255,000",000540 BIRCH CT,RIFLE,ONE STORY,2002,3,1.75,1776,Section: 9 Township: 6 Range: 93 Subdivision: HILLTOP ESTATES SUB Lot: 4
R361324,217710336007,862219,4/30/2015,"$220,000",001334 DOGWOOD DR,RIFLE,TWO STORY,1980,3,2.5,1783,Section: 10 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 4 Block: C Lot: 7
R363125,217710309009,867427,8/28/2015,"$285,000",001549 E 12TH ST,RIFLE,TRI LEVEL,1995,3,2,1784,Section: 10 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 7 Block: B Lot: 9 7TH FLG
R007422,217704431002,876521,4/27/2016,"$241,800",002020 ACACIA AVE,RIFLE,BI LEVEL,2002,4,2.5,1792,Section: 4 Township: 6 Range: 93 Subdivision: OLD BRIDGE SUBDIVISION Block: 1 Lot: 2
R360640,217709404010,877643,5/26/2016,"$224,000",000515 E 12TH ST,RIFLE,TRI LEVEL,1978,3,2.5,1796,Section: 9 Township: 6 Range: 93 Subdivision: SCALZO ADD. Block: 4 Lot: 14
R361072,217709103009,878629,6/17/2016,"$269,000",001518 ARABIAN AVE,RIFLE,ONE STORY WITH BASEMENT,1994,3,1.7,1798,Section: 9 Township: 6 Range: 93 Subdivision: ARABIAN HEIGHTS 2ND. Block: 2 Lot: 9
R360163,217708409003,876524,4/28/2016,"$225,000",000611 FAIRWAY AVE,RIFLE,TRI LEVEL,1980,3,2,1800,Section: 8 Township: 6 Range: 93 Subdivision: SHADOW RIDGE AMENDED Block: 1 Lot: 3
R360263,217708409007,864384,6/19/2015,"$219,500",000511 FAIRWAY AVE,RIFLE,TRI LEVEL,1981,4,1.7,1800,Section: 8 Township: 6 Range: 93 Subdivision: SHADOW RIDGE AMENDED Block: 1 Lot: 7
R360077,217709401003,868588,9/24/2015,"$187,500",000536 E 12TH ST,RIFLE,ONE STORY WITH BASEMENT,1965,3,2,1805,Section: 9 Township: 6 Range: 93 Subdivision: SCALZO ADD. Block: 6 Lot: 4
R363701,217708409038,855017,10/16/2014,"$190,000",000600 ELM CT,RIFLE,ONE STORY WITH BASEMENT,1995,4,3,1812,Section: 8 Township: 6 Range: 93 Subdivision: SHADOW RIDGE AMENDED Block: 1 Lot: 20 AND:- Lot: 21
R009908,217704345041,853177,8/29/2014,"$215,000",002638 SHAWNEE CT,RIFLE,ONE STORY,2004,3,2,1816,Section: 4 Township: 6 Range: 93 Subdivision: KNOLLRIDGE WEST SUBDIVISION Lot: 41 PHASE 4
R009908,217704345041,863151,5/26/2015,"$259,000",002638 SHAWNEE CT,RIFLE,ONE STORY,2004,3,2,1816,Section: 4 Township: 6 Range: 93 Subdivision: KNOLLRIDGE WEST SUBDIVISION Lot: 41 PHASE 4
R363107,217710308007,851181,7/9/2014,"$163,400",001609 DOGWOOD DR,RIFLE,BI LEVEL,1993,4,2,1816,Section: 10 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 7 Block: A Lot: 7 7TH FLG
R363107,217710308007,864016,6/12/2015,"$225,000",001609 DOGWOOD DR,RIFLE,BI LEVEL,1993,4,2,1816,Section: 10 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 7 Block: A Lot: 7 7TH FLG
R006314,217710204003,851131,7/7/2014,"$283,000",001229 SAGE CT,RIFLE,ONE STORY,2003,3,2,1822,Section: 10 Township: 6 Range: 93 Subdivision: HOMESTEAD AT RIFLE PUD Block: 6 Lot: 3 PHASE II
R363939,217709441016,866892,8/14/2015,"$272,500",000695 BIRCH CT,RIFLE,ONE STORY,2000,3,2,1824,Section: 9 Township: 6 Range: 93 Subdivision: HILLTOP ESTATES SUB Lot: 16
R041184,217709112003,855446,10/30/2014,"$280,000",000723 E 17TH ST,RIFLE,ONE STORY,2006,4,2.5,1830,Section: 9 Township: 6 Range: 93 Subdivision: NORTH PASTURE FLG 1 Block: 3 Lot: 3
R361420,217716103012,865048,7/6/2015,"$175,000",000425 UTE AVE,RIFLE,ONE STORY WITH BASEMENT,1966,4,2,1847,Section: 16 Township: 6 Range: 93 Subdivision: SWAIN ADD. Block: 2 Lot: 20 AND:- Lot: 21 ONLY THE N 39' ONLY THE S 29'
R042510,217710209075,870664,11/20/2015,"$285,000",001242 E 19TH ST,RIFLE,TWO STORY,2007,4,2.5,1865,Section: 10 Township: 6 Range: 93 Subdivision: PROMONTORY AT GRAHAM MESA FLG 2 Lot: 75
R363137,217710309021,861194,4/3/2015,"$250,000",001501 E 12TH ST,RIFLE,ONE STORY,1994,3,2,1870,Section: 10 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 7 Block: B Lot: 21 7TH FLG
R363617,217709438009,871169,12/7/2015,"$265,000",000742 MUNRO AVE,RIFLE,ONE STORY WITH BASEMENT,1996,3,2,1872,Section: 9 Township: 6 Range: 93 Subdivision: BARNETT P.U.D. Block: 2 Lot: 5 AND:- Lot: 6
R363144,217710311002,2716,5/20/2015,"$270,000",001530 E 12TH ST,RIFLE,ONE STORY,1996,3,2,1877,Section: 10 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 7 Block: D Lot: 2 7TH FLG
R042511,217710209076,869079,10/7/2015,"$299,000",001911 PROMONTORY CIR,RIFLE,TWO STORY,2007,4,2.5,1881,Section: 10 Township: 6 Range: 93 Subdivision: PROMONTORY AT GRAHAM MESA FLG 2 Lot: 76
R024085,217720209001,876081,4/13/2016,"$243,000",000020 WINCHESTER ST,RIFLE,MANUFACTURED HUD,1998,4,2,1882,Section: 20 Township: 6 Range: 93 Subdivision: RIFLE VILLAGE SOUTH Block: 1 Lot: 1
R361308,217709431027,852128,7/24/2014,"$226,000",000810 CACTUS CT,RIFLE,BI LEVEL,1979,4,2,1886,Section: 9 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 1 Lot: 27
R360609,217704304007,870541,11/16/2015,"$238,000",002428 EAST AVE,RIFLE,ONE STORY WITH BASEMENT,1978,3,1.7,1904,Section: 4 Township: 6 Range: 93 Subdivision: PALOMINO PARK ADD. Block: 1 Lot: 7
R360407,217709411001,864671,6/25/2015,"$179,500",000300 E 9TH ST,RIFLE,ONE STORY WITH BASEMENT,1955,3,1.5,1908,Section: 9 Township: 6 Range: 93 Subdivision: CLIFF VIEW ADD. Block: 4 Lot: 1 AND:- Lot: 2
R361061,217709431026,878040,5/31/2016,"$239,900",000824 CACTUS CT,RIFLE,BI LEVEL,1979,4,2.5,1908,Section: 9 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 1 Lot: 26
R041169,217709111005,855364,10/29/2014,"$195,000",001760 ANVIL VIEW AVE,RIFLE,SPLIT LEVEL,2005,4,2.5,1912,Section: 9 Township: 6 Range: 93 Subdivision: NORTH PASTURE FLG 1 Block: 2 Lot: 5
R041169,217709111005,857320,12/17/2014,"$275,000",001760 ANVIL VIEW AVE,RIFLE,SPLIT LEVEL,2005,4,2.5,1912,Section: 9 Township: 6 Range: 93 Subdivision: NORTH PASTURE FLG 1 Block: 2 Lot: 5
R360569,217716104004,864706,6/26/2015,"$162,500",000342 CLARKSON AVE,RIFLE,ONE WITH HALF STORY,1950,3,1.5,1912,Section: 16 Township: 6 Range: 93 Subdivision: SWAIN ADD. Block: 1 Lot: 6 THE N 25' OF LOT 7
R363146,217710311004,852804,8/15/2014,"$223,500",001538 E 12TH ST,RIFLE,TRI LEVEL,1994,3,2,1918,Section: 10 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 7 Block: D Lot: 4 7TH FLG
R363897,217704427009,867549,8/28/2015,"$238,000",000222 CREEK CT,RIFLE,ONE STORY WITH BASEMENT,1999,3,2,1920,Section: 4 Township: 6 Range: 93 Subdivision: CREEKMEADOWS WEST Block: 2 Lot: 8 FLG #4
R361298,217708408006,864927,6/30/2015,"$227,000",000681 MESA AVE,RIFLE,BI LEVEL,1980,3,1.7,1928,Section: 8 Township: 6 Range: 93 Subdivision: MESA VIEW EST. Block: 2 Lot: 6
R360139,217710336003,872038,12/31/2015,"$223,000",001302 DOGWOOD DR,RIFLE,BI LEVEL,1980,3,2,1934,Section: 10 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 4 Block: C Lot: 3
R360791,217716207006,853524,9/8/2014,"$184,000",000434 HUTTON AVE,RIFLE,ONE STORY WITH BASEMENT,1965,4,2,1945,Section: 16 Township: 6 Range: 93 Subdivision: PARK HILL ADD. Block: D Lot: 9 THE N 21.5' OF LOT 8
R360791,217716207006,879074,6/29/2016,"$235,000",000434 HUTTON AVE,RIFLE,ONE STORY WITH BASEMENT,1965,4,2,1945,Section: 16 Township: 6 Range: 93 Subdivision: PARK HILL ADD. Block: D Lot: 9 THE N 21.5' OF LOT 8
R360825,217716207004,875841,4/8/2016,"$223,000",000404 HUTTON AVE,RIFLE,ONE STORY WITH BASEMENT,1965,4,2,1945,Section: 16 Township: 6 Range: 93 Subdivision: PARK HILL ADD. Block: D Lot: 6 THE S 20.5' OF LOT 7
