Account,Parcel Number,Reception,Sale Date,Sale Price,Situs Address,Location,Classification,Architectural Style,Actual Year Built,Bedrooms,Baths,Heated Area,Legal
R044893,218516447002,860961,3/31/2015,"$388,000",002309 BENNETT CT,GLENWOOD,Townhome,TWO STORY,2009,3,3.5,2484,Section: 16 Township: 6 Range: 89 Subdivision: BENNETT COURT TOWNHOMES Lot: 2 AMENDED BY PLAT #793398
R009000,218516440001,856543,11/25/2014,"$336,000",002553 S GRAND AVE,GLENWOOD,Condo,CONDO,2001,3,2.5,2489,"Section: 16 Township: 6 Range: 89 DESC: NO 2 LOT B,RE-SUB LOT 2B, PENROSE MINOR SUB-DIV , RE-SUB LOT 2, COLE/VIDAL MINOR SUB NO 2 Subdivision: PENROSE TOWNHOMES Unit: B-1"
R041823,218521404011,874731,3/10/2016,"$490,000",003331 HAGER LN,GLENWOOD,Townhome,TWO STORY,2004,3,2.75,2682,Section: 21 Township: 6 Range: 89 Subdivision: RIVER WAY SUBDIVISION Lot: 6B AMENDED LOT 6 OF RIVER WAY SUB.
R008114,218516432055,876418,4/14/2016,"$475,000",002482 WOODBERRY DR,GLENWOOD,Townhome,TWO STORY,2001,3,2.5,2724,Section: 16 Township: 6 Range: 89 Subdivision: COTTONWOOD LANDING P.U.D. Lot: 54
R042433,218516432057,867662,9/4/2015,"$504,900",002504 WOODBERRY DR,GLENWOOD,Townhome,TWO STORY,2005,3,3.25,2748,Section: 16 Township: 6 Range: 89 Subdivision: COTTONWOOD LANDING P.U.D. Lot: 51 BUILDING ENVELOPE O
R045111,218516448001,860353,3/2/2015,"$380,000",000517 26TH ST,GLENWOOD,Townhome,TWO STORY,2007,4,3.75,2760,Section: 16 Township: 6 Range: 89 Subdivision: HOWARD MINOR SUB-DIV Lot: 1A A RE-SUB OF LOT 1 PATTILLO MINOR SUB.
R044270,218101211001,859658,2/24/2015,"$115,500",000348 RIVER VIEW DR #201,NEW CASTLE,Condo,CONDO,2007,1,1,792,"Section: 1 Township: 6 Range: 91 DESC: PER RIVERPARK CONDOMINIUMS-BLDG #4, A RESUB OF LOT 2A RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #2 Unit: 201"
R044303,218101213001,866264,7/31/2015,"$115,000",000488 RIVER VIEW DR #401,NEW CASTLE,Condo,CONDO,2007,1,1,792,Section: 1 Township: 6 Range: 91 DESC: A RESUB OF LOT 2A RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #4 Unit: 401
R044647,218101214001,878441,6/15/2016,"$139,500",000520 RIVER VIEW DR #501,NEW CASTLE,Condo,CONDO,2007,1,1,792,Section: 1 Township: 6 Range: 91 DESC: A RESUB OF A PORTION OF LOT 2B Subdivision: RIVERPARK CONDOMINIUMS-BLDG #5 Unit: 501
R044648,218101215001,852023,7/30/2014,"$122,000",000544 RIVER VIEW DR #601,NEW CASTLE,Condo,CONDO,2007,1,1,792,Section: 1 Township: 6 Range: 91 DESC: A RESUB OF A PORTION OF LOT 2B. RIVER PARK PUD. Subdivision: RIVERPARK CONDOMINIUMS-BLDG #6 Unit: 601
R044855,218101217001,867954,9/1/2015,"$115,000",000612 RIVER VIEW  DR #801,NEW CASTLE,Condo,CONDO,2007,1,1,792,"Section: 1 Township: 6 Range: 91 DESC: A RESUB OF A PORTION OF LOT 2B, RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #8 Unit: 801"
R380253,212331410003,865712,7/17/2015,"$60,000",000200 S E AVE #103,NEW CASTLE,Condo,CONDO,1981,2,1,800,Section: 31 Township: 5 Range: 90 Subdivision: WINDRIDGE CONDOS Unit: 103
R043622,212331163004,870809,11/23/2015,"$150,000",386 W MAIN ST #4,NEW CASTLE,Condo,CONDO,2006,1,1,895,Section: 31 Township: 5 Range: 90 Subdivision: 4TH STREET PLAZA CONDOMINIUMS Unit: 4
R040800,212331237001,869853,10/28/2015,"$130,000",000525 N MIDLAND AVE #0001,NEW CASTLE,Townhome,TWO STORY,1981,2,1.5,1056,"Section: 31 Township: 5 Range: 90 Subdivision: SPRING TREE TOWNHOMES PUD Lot: 1 RE-SUB OF LOT 1, SPRING TREE SUB"
R040802,212331237003,866826,8/14/2015,"$129,000",000525 N MIDLAND AVE #0003,NEW CASTLE,Townhome,TWO STORY,1981,2,1.5,1056,"Section: 31 Township: 5 Range: 90 Subdivision: SPRING TREE TOWNHOMES PUD Lot: 3 RE-SUB OF LOT 1, SPRING TREE SUB"
R040803,212331237004,853625,9/15/2014,"$119,000",000525 N MIDLAND AVE #0004,NEW CASTLE,Townhome,TWO STORY,1981,2,1.5,1056,"Section: 31 Township: 5 Range: 90 Subdivision: SPRING TREE TOWNHOMES PUD Lot: 4 RE-SUB OF LOT 1, SPRING TREE SUB"
R044080,218101224007,877328,5/11/2016,"$159,000",000495 RIVER VIEW DR #1507,NEW CASTLE,Condo,CONDO,2007,2,2,1056,Section: 1 Township: 6 Range: 91 DESC: PER RIVERPARK CONDOMINIUMS-BLDG #4 A RESUB OF LOT 2A RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #15 Unit: 1507
R044081,218101224008,870010,10/30/2015,"$153,000",000495 RIVER VIEW DR #1508,NEW CASTLE,Condo,CONDO,2007,2,2,1056,Section: 1 Township: 6 Range: 91 DESC: PER RIVERPARK CONDOMINIUMS-BLDG #4 A RESUB OF LOT 2A RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #15 Unit: 1508
R044272,218101211003,877851,5/26/2016,"$157,000",000348 RIVER VIEW DR #203,NEW CASTLE,Condo,CONDO,2007,2,2,1056,"Section: 1 Township: 6 Range: 91 DESC: PER RIVERPARK CONDOMINIUMS-BLDG #4, A RESUB OF LOT 2A RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #2 Unit: 203"
R044275,218101211006,855347,10/29/2014,"$128,000",000348 RIVER VIEW DR #206,NEW CASTLE,Condo,CONDO,2007,2,2,1056,"Section: 1 Township: 6 Range: 91 DESC: PER RIVERPARK CONDOMINIUMS-BLDG #4, A RESUB OF LOT 2A RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #2 Unit: 206"
R044331,218101213003,878964,6/28/2016,"$154,000",000488 RIVER VIEW DR #403,NEW CASTLE,Condo,CONDO,2007,2,2,1056,Section: 1 Township: 6 Range: 91 DESC: A RESUB OF LOT 2A RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #4 Unit: 403
R044331,218101213003,865498,7/16/2015,"$152,000",000488 RIVER VIEW DR #403,NEW CASTLE,Condo,CONDO,2007,2,2,1056,Section: 1 Township: 6 Range: 91 DESC: A RESUB OF LOT 2A RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #4 Unit: 403
R044064,218101225007,853172,8/28/2014,"$141,000",000433 RIVER VIEW DR #1607,NEW CASTLE,Condo,CONDO,2007,2,2,1056,Section: 1 Township: 6 Range: 91 DESC: PER RIVERPARK CONDOMINIUMS-BLDG #4 A RESUB OF LOT 2A RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #16 Unit: 1607
R044334,218101213006,877837,5/26/2016,"$167,000",000488 RIVER VIEW DR #406,NEW CASTLE,Condo,CONDO,2007,2,2,1056,Section: 1 Township: 6 Range: 91 DESC: A RESUB OF LOT 2A RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #4 Unit: 406
R044337,218101213009,863793,6/4/2015,"$147,500",000488 RIVER VIEW DR #409,NEW CASTLE,Condo,CONDO,2007,2,2,1056,Section: 1 Township: 6 Range: 91 DESC: A RESUB OF LOT 2A RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #4 Unit: 409
R044342,218101226005,865917,7/27/2015,"$150,000",000367 RIVER VIEW DR #1705,NEW CASTLE,Condo,CONDO,2007,2,2,1056,"Section: 1 Township: 6 Range: 91 DESC: PER RIVERPARK CONDOMINIUMS-BLDG #4, A RESUB OF LOT2A RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #17 Unit: 1705"
R044346,218101227001,861935,4/22/2015,"$148,000",000315 RIVER VIEW DR #1801,NEW CASTLE,Condo,CONDO,2007,2,2,1056,"Section: 1 Township: 6 Range: 91 DESC: PER RIVERPARK CONDOMINIUMS-BLDG #4, A RESUB OF LOT 2A RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #18 Unit: 1801"
R044658,218101214003,876644,5/2/2016,"$155,000",000520 RIVER VIEW DR #503,NEW CASTLE,Condo,CONDO,2007,2,2,1056,Section: 1 Township: 6 Range: 91 DESC: A RESUB OF A PORTION OF LOT 2B Subdivision: RIVERPARK CONDOMINIUMS-BLDG #5 Unit: 503
R044689,218101216009,878980,6/27/2016,"$165,000",000560 RIVER VIEW DR #709,NEW CASTLE,Condo,CONDO,2007,2,2,1056,Section: 1 Township: 6 Range: 91 DESC: A RESUB OF A PORTION OF LOT 2B Subdivision: RIVERPARK CONDOMINIUMS-BLDG #7 Unit: 709
R044721,218101222001,877657,5/25/2016,"$164,900",000539 RIVER VIEW DR #1301,NEW CASTLE,Condo,CONDO,2007,2,2,1056,Section: 1 Township: 6 Range: 91 DESC: A RESUB OF A PORTION OF LOT 2B Subdivision: RIVERPARK CONDOMINIUMS-BLDG #13 Unit: 1301
R044722,218101222002,874324,2/26/2016,"$159,000",000539 RIVER VIEW DR #1302,NEW CASTLE,Condo,CONDO,2007,2,2,1056,Section: 1 Township: 6 Range: 91 DESC: A RESUB OF A PORTION OF LOT 2B Subdivision: RIVERPARK CONDOMINIUMS-BLDG #13 Unit: 1302
R044857,218101217003,858631,1/21/2015,"$144,900",000612 RIVER VIEW  DR #803,NEW CASTLE,Condo,CONDO,2007,2,2,1056,"Section: 1 Township: 6 Range: 91 DESC: A RESUB OF A PORTION OF LOT 2B, RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #8 Unit: 803"
R044858,218101217004,868890,10/1/2015,"$150,000",000612 RIVER VIEW  DR #804,NEW CASTLE,Condo,CONDO,2007,2,2,1056,"Section: 1 Township: 6 Range: 91 DESC: A RESUB OF A PORTION OF LOT 2B, RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #8 Unit: 804"
R044859,218101217005,862001,4/21/2015,"$147,500",000612 RIVER VIEW  DR #805,NEW CASTLE,Condo,CONDO,2007,2,2,1056,"Section: 1 Township: 6 Range: 91 DESC: A RESUB OF A PORTION OF LOT 2B, RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #8 Unit: 805"
R044863,218101217009,866429,7/24/2015,"$147,500",000612 RIVER VIEW  DR #809,NEW CASTLE,Condo,CONDO,2007,2,2,1056,"Section: 1 Township: 6 Range: 91 DESC: A RESUB OF A PORTION OF LOT 2B, RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #8 Unit: 809"
R044871,218101220008,857401,12/19/2014,"$144,500",000599 RIVER VIEW DR #1108,NEW CASTLE,Condo,CONDO,2007,2,2,1056,Section: 1 Township: 6 Range: 91 DESC: A RESUB OF A PORTION OF LOT 2B RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #11 Unit: 1108
R044879,218101221008,877032,5/10/2016,"$154,000",000571 RIVER VIEW DR #1208,NEW CASTLE,Condo,CONDO,2007,2,2,1056,Section: 1 Township: 6 Range: 91 DESC: A RESUB OF A PORTION OF LOT 2B RIVERPARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #12 Unit: 1208
R045161,218101218004,878082,6/1/2016,"$165,000",000646 RIVER VIEW DR #904,NEW CASTLE,Condo,CONDO,2007,2,2,1056,Section: 1 Township: 6 Range: 91 DESC: A RESUB OF A PORTION OF LOT 2B RIVERPARK PUD Subdivision: RIVERPARK CONDOMINIUMS - BLDG #9 Unit: 904
R045167,218101219001,856951,12/9/2014,"$144,000",000633 RIVER VIEW DR #1001,NEW CASTLE,Condo,CONDO,2007,2,2,1056,DESC: A RESUB OF A PORTION OF LOT 2B RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS - BLDG #10 Unit: 1001
R045173,218101219007,863162,5/27/2015,"$168,000",000633 RIVER VIEW DR #1007,NEW CASTLE,Condo,CONDO,2007,2,2,1056,DESC: A RESUB OF A PORTION OF LOT 2B RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS - BLDG #10 Unit: 1007
R083479,212332242001,857452,12/22/2014,"$229,000",44 FOXWOOD LN,NEW CASTLE,Townhome,ONE STORY,2014,2,2,1108.5,Quarter: SE Section: 32 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH FLG 9 Block: PA12 Lot: 18A AMENDED FINAL PLAT OF LOT 18
R083598,212329326001,869946,10/30/2015,"$239,000",,NEW CASTLE,Townhome,ONE STORY,2015,2,2,1108.5,Section: 29 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH FLG 9 Block: PA12 Lot: 19A AMENDED PLAT OF LOT 19 RECEPTION # 869161
R008211,212330437004,860083,3/6/2015,"$207,500",000235 W CAPITAL CT,NEW CASTLE,Townhome,ONE STORY,2002,2,1.75,1110,"Section: 30 Township: 5 Range: 90 Subdivision: VILLAS AT THE PEAKS TOWNHOMES Block: 16 Lot: 3 FKA CASTLE VALLEY RANCH FLG 6 PA21A AMENDED BLK 1, 2, 5, 6, 9, 15, 16 & 17."
R009028,212330432002,876428,4/21/2016,"$230,000",000226 W CAPITAL CT,NEW CASTLE,Townhome,ONE STORY,2002,2,2,1110,Section: 30 Township: 5 Range: 90 Subdivision: VILLAS AT THE PEAKS TOWNHOMES Block: 11 Lot: 1 FKA CASTLE VALLEY RANCH FLG 6 PA21A
R040715,212331139004,874691,3/8/2016,"$229,000",000227 E CAPITAL CT,NEW CASTLE,Townhome,ONE STORY,2004,2,2,1110,Section: 31 Township: 5 Range: 90 Subdivision: VILLAS AT THE PEAKS TOWNHOMES Block: 18 Lot: 3 FKA CASTLE VALLEY RANCH FLG 6 PA21A
R044113,212331158001,870780,11/23/2015,"$226,500",000327 E CAPITAL CT,NEW CASTLE,Townhome,ONE STORY,2007,2,2,1110,"Section: 31 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH FLG 8 Block: 2 Lot: 1 PA19A, AMENDED FINAL PLAT, A REPLAT OF BLOCKS 1 & 2"
R042527,212332461001,870999,11/30/2015,"$140,000",000796 CASTLE VALLEY BLVD #A,NEW CASTLE,Condo,CONDO,2001,2,1.75,1129,Section: 32 Township: 5 Range: 90 DESC: BUILDING 5 Subdivision: SHIBUI WEST CONDOMINIUMS Unit: A
R005578,212330312007,859816,2/26/2015,"$189,500",000625 ALDER RIDGE LN,NEW CASTLE,Townhome,TWO STORY,1999,2,2,1133,Section: 30 Township: 5 Range: 90 Subdivision: ALDER RIDGE TOWNHOMES Block: 3 Lot: 6
R042321,212331134002,860361,3/13/2015,"$200,000",238 E CAPITAL CT,NEW CASTLE,Townhome,ONE STORY,2006,2,2,1157,Section: 31 Township: 5 Range: 90 Subdivision: VILLAS AT THE PEAKS TOWNHOMES Block: 13 Lot: 1 FKA CASTLE VALLEY RANCH FLG 6 PA21A
R042532,212332461006,869762,10/23/2015,"$132,800",000796 CASTLE VALLEY BLVD #F,NEW CASTLE,Condo,CONDO,2001,2,1.75,1157,Section: 32 Township: 5 Range: 90 DESC: BUILDING 5 Subdivision: SHIBUI WEST CONDOMINIUMS Unit: F
R044076,218101224003,857369,12/18/2014,"$160,000",000495 RIVER VIEW DR #1503,NEW CASTLE,Condo,CONDO,2007,3,2,1200,Section: 1 Township: 6 Range: 91 DESC: PER RIVERPARK CONDOMINIUMS-BLDG #4 A RESUB OF LOT 2A RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #15 Unit: 1503
R044276,218101211007,861609,4/10/2015,"$172,000",000348 RIVER VIEW DR #207,NEW CASTLE,Condo,CONDO,2007,3,2,1200,"Section: 1 Township: 6 Range: 91 DESC: PER RIVERPARK CONDOMINIUMS-BLDG #4, A RESUB OF LOT 2A RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #2 Unit: 207"
R044060,218101225003,852110,7/31/2014,"$170,000",000433 RIVER VIEW DR #1603,NEW CASTLE,Condo,CONDO,2007,3,2,1200,Section: 1 Township: 6 Range: 91 DESC: PER RIVERPARK CONDOMINIUMS-BLDG #4 A RESUB OF LOT 2A RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #16 Unit: 1603
R044063,218101225006,877470,5/20/2016,"$216,000",000433 RIVER VIEW DR #1606,NEW CASTLE,Condo,CONDO,2007,3,2,1200,Section: 1 Township: 6 Range: 91 DESC: PER RIVERPARK CONDOMINIUMS-BLDG #4 A RESUB OF LOT 2A RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #16 Unit: 1606
R044335,218101213007,862547,5/1/2015,"$171,000",000488 RIVER VIEW DR #407,NEW CASTLE,Condo,CONDO,2007,3,2,1200,Section: 1 Township: 6 Range: 91 DESC: A RESUB OF LOT 2A RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #4 Unit: 407
R044340,218101226003,879275,6/27/2016,"$203,000",000367 RIVER VIEW DR #1703,NEW CASTLE,Condo,CONDO,2007,3,2,1200,"Section: 1 Township: 6 Range: 91 DESC: PER RIVERPARK CONDOMINIUMS-BLDG #4, A RESUB OF LOT2A RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #17 Unit: 1703"
R044640,218101223003,863800,6/5/2015,"$175,000",000511 RIVER VIEW DR #1403,NEW CASTLE,Condo,CONDO,2007,3,2,1200,Section: 1 Township: 6 Range: 91 DESC: A RESUB OF A PORTION OF LOT 2B. RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #14 Unit: 1403
R044861,218101217007,851549,7/15/2014,"$155,000",000612 RIVER VIEW  DR #807,NEW CASTLE,Condo,CONDO,2007,3,2,1200,"Section: 1 Township: 6 Range: 91 DESC: A RESUB OF A PORTION OF LOT 2B, RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #8 Unit: 807"
R044866,218101220003,876403,4/22/2016,"$200,000",000599 RIVER VIEW DR #1103,NEW CASTLE,Condo,CONDO,2007,3,2,1200,Section: 1 Township: 6 Range: 91 DESC: A RESUB OF A PORTION OF LOT 2B RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG #11 Unit: 1103
R042292,212332212016,862513,5/8/2015,"$270,000",000608 CHEYENNE AVE,NEW CASTLE,Townhome,ONE STORY,2005,2,2,1340,Section: 32 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH Block: E Lot: 3B AMENDED FLG.#1 (CHEYENNE PARK)
R044439,212332417068,878154,6/6/2016,"$240,000",000277 CASTLE RIDGE DR,NEW CASTLE,Townhome,ONE STORY W/ BSMT,2007,2,2.25,1342,"Section: 32 Township: 5 Range: 90 Subdivision: CASTLE RIDGE PUD Lot: 31 UNIT B, AMENDED LOT 31"
R009030,212330432004,864421,6/15/2015,"$245,000",000206 W CAPITAL CT,NEW CASTLE,Townhome,TWO STORY,2002,3,2.5,1388,Section: 30 Township: 5 Range: 90 Subdivision: VILLAS AT THE PEAKS TOWNHOMES Block: 11 Lot: 3 FKA CASTLE VALLEY RANCH FLG 6 PA21A
R009847,212330444002,879163,6/30/2016,"$255,000",000330 MAROON CT,NEW CASTLE,Townhome,TWO STORY,2002,3,2.5,1388,Section: 30 Township: 5 Range: 90 Subdivision: VILLAS AT THE PEAKS TOWNHOMES Block: 23 Lot: 1 FKA CASTLE VALLEY RANCH FLG 6 PA21A
R007856,212330426003,876473,4/26/2016,"$259,000",000141 W CATHEDRAL CT,NEW CASTLE,Townhome,TWO STORY,2001,3,2.5,1392,"Section: 30 Township: 5 Range: 90 Subdivision: VILLAS AT THE PEAKS TOWNHOMES Block: 5 Lot: 2 FKA CASTLE VALLEY RANCH FLG 6 PA21A AMENDED BLK 1, 2, 5, 6, 9, 15, 16 & 17."
R007856,212330426003,871731,12/23/2015,"$221,210",000141 W CATHEDRAL CT,NEW CASTLE,Townhome,TWO STORY,2001,3,2.5,1392,"Section: 30 Township: 5 Range: 90 Subdivision: VILLAS AT THE PEAKS TOWNHOMES Block: 5 Lot: 2 FKA CASTLE VALLEY RANCH FLG 6 PA21A AMENDED BLK 1, 2, 5, 6, 9, 15, 16 & 17."
R008592,212330431003,862581,5/1/2015,"$229,000",000246 W CAPITAL CT,NEW CASTLE,Townhome,TWO STORY,2002,3,2.5,1392,Section: 30 Township: 5 Range: 90 Subdivision: VILLAS AT THE PEAKS TOWNHOMES Block: 10 Lot: 2 FKA CASTLE VALLEY RANCH FLG 6 PA21A AMENDED REC 615840
R040711,212330433003,876416,4/22/2016,"$253,000",000218 E CAPITAL CT,NEW CASTLE,Townhome,TWO STORY,2005,3,2.5,1392,Section: 30 Township: 5 Range: 90 Subdivision: VILLAS AT THE PEAKS TOWNHOMES Block: 12 Lot: 2 FKA CASTLE VALLEY RANCH FLG 6 PA21A
R043933,212330428003,852665,8/14/2014,"$225,000",000113 E CATHEDRAL CT,NEW CASTLE,Townhome,TWO STORY,2007,3,2.5,1392,Section: 30 Township: 5 Range: 90 Subdivision: VILLAS AT THE PEAKS TOWNHOMES Block: 7 Lot: 2 FKA CASTLE VALLEY RANCH FLG 6 PA21A
R043707,212331141003,874425,3/3/2016,"$225,000",000277 E CAPITOL CT,NEW CASTLE,Townhome,TWO STORY,2006,3,2.5,1392,Section: 31 Township: 5 Range: 90 Subdivision: VILLAS AT THE PEAKS TOWNHOMES Block: 20 Lot: 2 FKA CASTLE VALLEY RANCH FLG 6 PA21A
R042291,212332212015,866766,8/12/2015,"$290,000",000626 CHEYENNE AVE,NEW CASTLE,Townhome,ONE STORY,2005,2,2,1422,Section: 32 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH Block: E Lot: 3A AMENDED FLG.#1 (CHEYENNE PARK)
R380902,212331230010,855245,10/22/2014,"$215,000",000290 MIKALA LN,NEW CASTLE,Townhome,TWO STORY,1999,3,2.5,1444,Section: 31 Township: 5 Range: 90 Subdivision: CREEK HOLLOW PUD Lot: 10
R008219,212330324002,867503,9/1/2015,"$305,000",000748 PINE CT,NEW CASTLE,Townhome,TWO STORY,2001,3,2.5,1448,Section: 30 Township: 5 Range: 90 Subdivision: CASTLE PINE TOWNHOMES Block: 2 Lot: 2 FLG.4
R008221,212330324004,879148,6/30/2016,"$320,000",000768 PINE CT,NEW CASTLE,Townhome,TWO STORY,2001,3,2.5,1448,Section: 30 Township: 5 Range: 90 Subdivision: CASTLE PINE TOWNHOMES Block: 2 Lot: 4 FLG.4
R007050,212330322004,860777,3/25/2015,"$198,539",000787 PINE CT,NEW CASTLE,Townhome,TWO STORY,2000,3,2.5,1448,"Section: 30 Township: 5 Range: 90 Subdivision: CASTLE PINE TOWNHOMES Block: 3 Lot: 4 FLG 2, A RESUB OF CASTLE PINES SUB-DIV."
R007050,212330322004,866049,7/29/2015,"$245,000",000787 PINE CT,NEW CASTLE,Townhome,TWO STORY,2000,3,2.5,1448,"Section: 30 Township: 5 Range: 90 Subdivision: CASTLE PINE TOWNHOMES Block: 3 Lot: 4 FLG 2, A RESUB OF CASTLE PINES SUB-DIV."
R044110,212331157001,867932,9/11/2015,"$251,000",000297 E CAPITAL CT,NEW CASTLE,Townhome,TWO STORY,2007,3,2.5,1448,"Section: 31 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH FLG 8 Block: 1 Lot: 1 PA19A, AMENDED FINAL PLAT, A REPLAT OF BLOCKS 1 & 2"
R043706,212331141002,877848,5/26/2016,"$260,000",000267 E CAPITOL CT,NEW CASTLE,Townhome,TWO STORY,2006,3,2.5,1448,Section: 31 Township: 5 Range: 90 Subdivision: VILLAS AT THE PEAKS TOWNHOMES Block: 20 Lot: 1 FKA CASTLE VALLEY RANCH FLG 6 PA21A
R045364,212331167001,872927,1/26/2016,"$250,000",000073 REDSTONE DR,NEW CASTLE,Townhome,TWO STORY,2008,3,2.75,1448,"Section: 31 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH FLG 9 Lot: 4A AMD LOTS 4 & 15,"
R083481,212332242003,861472,4/10/2015,"$277,000",52 FOXWOOD LN,NEW CASTLE,Townhome,TWO STORY,2014,3,2.5,1483,Quarter: SE Section: 32 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH FLG 9 Block: PA12 Lot: 18C AMENDED FINAL PLAT OF LOT 18
R083600,212329326003,872442,1/11/2016,"$287,000",58 FOXWOOD,NEW CASTLE,Townhome,TWO STORY,2015,3,2.5,1483,Section: 29 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH FLG 9 Block: PA12 Lot: 19C AMENDED PLAT OF LOT 19 RECEPTION # 869161
R083480,212332242002,860595,3/18/2015,"$275,000",48 FOXWOOD LN,NEW CASTLE,Townhome,TWO STORY,2014,3,2.5,1599,Quarter: SE Section: 32 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH FLG 9 Block: PA12 Lot: 18B AMENDED FINAL PLAT OF LOT 18
R083599,212329326002,871193,12/8/2015,"$282,000",62 FOXWOOD,NEW CASTLE,Townhome,TWO STORY,2015,3,2.5,1599,Section: 29 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH FLG 9 Block: PA12 Lot: 19B AMENDED PLAT OF LOT 19 RECEPTION # 869161
R044124,212332417062,876714,4/27/2016,"$243,000",000159 CASTLE RIDGE DR,NEW CASTLE,Townhome,ONE STORY W/ BSMT,2007,3,2.25,1620,Section: 32 Township: 5 Range: 90 Subdivision: CASTLE RIDGE PUD Lot: 28 UNIT B
R044067,212332417056,875642,4/7/2015,"$243,500",000105 CASTLE RIDGE DR,NEW CASTLE,Townhome,ONE STORY W/ BSMT,2007,3,2.25,1620,Section: 32 Township: 5 Range: 90 Subdivision: CASTLE RIDGE PUD Lot: 25 UNIT B
R043809,212332417045,867226,8/21/2015,"$243,500",000284 CASTLE RIDGE DR,NEW CASTLE,Townhome,ONE STORY W/ BSMT,2006,3,2.25,1620,"Section: 32 Township: 5 Range: 90 Subdivision: CASTLE RIDGE PUD Lot: 19 UNIT A, AMENDED"
R045547,212332417080,859580,2/23/2015,"$225,000",000066 CASTLE RIDGE DR,NEW CASTLE,Townhome,ONE STORY W/ BSMT,2007,3,2.25,1620,Section: 32 Township: 5 Range: 90 Subdivision: CASTLE RIDGE PUD Lot: 2 UNIT B AMENDED LOT 2 RE-SUB OF TRACT A BURNING MOUNTAIN PUD PH2
R045549,212332417082,864195,6/17/2015,"$225,000",000080 CASTLE RIDGE DR,NEW CASTLE,Townhome,ONE STORY W/ BSMT,2007,3,2.25,1620,"Section: 32 Township: 5 Range: 90 Subdivision: CASTLE RIDGE PUD Lot: 3 UNIT B AMENDED LOT 3 RE-SUB OF TR A BURNING MOUNTAIN PUD, PH #2"
R380837,212330310003,878281,6/8/2016,"$203,500",000686 ALDER RIDGE LN,NEW CASTLE,Townhome,TWO STORY,1997,3,2.5,1642,Section: 30 Township: 5 Range: 90 Subdivision: ALDER RIDGE TOWNHOMES Block: 1 Lot: 3
R380837,212330310003,858492,1/21/2015,"$180,000",000686 ALDER RIDGE LN,NEW CASTLE,Townhome,TWO STORY,1997,3,2.5,1642,Section: 30 Township: 5 Range: 90 Subdivision: ALDER RIDGE TOWNHOMES Block: 1 Lot: 3
